timestep,graph,community,previous_community,score,pcid
22,DiGraph with 1763 nodes and 1537 edges,87,,1.0,486
22,DiGraph with 1763 nodes and 1537 edges,88,,1.0,487
22,DiGraph with 1763 nodes and 1537 edges,89,,1.0,488
22,DiGraph with 1763 nodes and 1537 edges,90,,1.0,489
22,DiGraph with 1763 nodes and 1537 edges,91,,1.0,490
23,DiGraph with 1187 nodes and 1046 edges,113,91.0,0.8741,490
24,DiGraph with 1126 nodes and 961 edges,179,113.0,0.8928,490
22,DiGraph with 1763 nodes and 1537 edges,92,,1.0,491
23,DiGraph with 1187 nodes and 1046 edges,50,92.0,0.867,491
24,DiGraph with 1126 nodes and 961 edges,33,50.0,0.9472,491
22,DiGraph with 1763 nodes and 1537 edges,93,,1.0,492
22,DiGraph with 1763 nodes and 1537 edges,94,,1.0,493
22,DiGraph with 1763 nodes and 1537 edges,96,,1.0,494
22,DiGraph with 1763 nodes and 1537 edges,97,,1.0,495
22,DiGraph with 1763 nodes and 1537 edges,98,,1.0,496
22,DiGraph with 1763 nodes and 1537 edges,99,,1.0,497
22,DiGraph with 1763 nodes and 1537 edges,100,,1.0,498
22,DiGraph with 1763 nodes and 1537 edges,101,,1.0,499
22,DiGraph with 1763 nodes and 1537 edges,105,,1.0,500
22,DiGraph with 1763 nodes and 1537 edges,106,,1.0,501
22,DiGraph with 1763 nodes and 1537 edges,107,,1.0,502
22,DiGraph with 1763 nodes and 1537 edges,108,,1.0,503
22,DiGraph with 1763 nodes and 1537 edges,110,,1.0,504
22,DiGraph with 1763 nodes and 1537 edges,111,,1.0,505
22,DiGraph with 1763 nodes and 1537 edges,112,,1.0,506
22,DiGraph with 1763 nodes and 1537 edges,113,,1.0,507
22,DiGraph with 1763 nodes and 1537 edges,115,,1.0,508
22,DiGraph with 1763 nodes and 1537 edges,116,,1.0,509
22,DiGraph with 1763 nodes and 1537 edges,117,,1.0,510
22,DiGraph with 1763 nodes and 1537 edges,119,,1.0,511
22,DiGraph with 1763 nodes and 1537 edges,120,,1.0,512
22,DiGraph with 1763 nodes and 1537 edges,122,,1.0,513
22,DiGraph with 1763 nodes and 1537 edges,123,,1.0,514
22,DiGraph with 1763 nodes and 1537 edges,124,,1.0,515
22,DiGraph with 1763 nodes and 1537 edges,125,,1.0,516
22,DiGraph with 1763 nodes and 1537 edges,126,,1.0,517
23,DiGraph with 1187 nodes and 1046 edges,106,126.0,0.8832,517
24,DiGraph with 1126 nodes and 961 edges,7,106.0,0.8225,517
22,DiGraph with 1763 nodes and 1537 edges,127,,1.0,518
22,DiGraph with 1763 nodes and 1537 edges,129,,1.0,519
22,DiGraph with 1763 nodes and 1537 edges,132,,1.0,520
22,DiGraph with 1763 nodes and 1537 edges,133,,1.0,521
22,DiGraph with 1763 nodes and 1537 edges,134,,1.0,522
22,DiGraph with 1763 nodes and 1537 edges,135,,1.0,523
22,DiGraph with 1763 nodes and 1537 edges,136,,1.0,524
23,DiGraph with 1187 nodes and 1046 edges,11,136.0,0.8459,524
22,DiGraph with 1763 nodes and 1537 edges,139,,1.0,525
22,DiGraph with 1763 nodes and 1537 edges,140,,1.0,526
22,DiGraph with 1763 nodes and 1537 edges,141,,1.0,527
22,DiGraph with 1763 nodes and 1537 edges,142,,1.0,528
22,DiGraph with 1763 nodes and 1537 edges,143,,1.0,529
22,DiGraph with 1763 nodes and 1537 edges,144,,1.0,530
22,DiGraph with 1763 nodes and 1537 edges,146,,1.0,531
23,DiGraph with 1187 nodes and 1046 edges,35,146.0,0.8463,531
22,DiGraph with 1763 nodes and 1537 edges,147,,1.0,532
23,DiGraph with 1187 nodes and 1046 edges,167,147.0,0.83,532
22,DiGraph with 1763 nodes and 1537 edges,148,,1.0,533
22,DiGraph with 1763 nodes and 1537 edges,150,,1.0,534
23,DiGraph with 1187 nodes and 1046 edges,8,150.0,0.8341,534
22,DiGraph with 1763 nodes and 1537 edges,151,,1.0,535
22,DiGraph with 1763 nodes and 1537 edges,153,,1.0,536
22,DiGraph with 1763 nodes and 1537 edges,154,,1.0,537
22,DiGraph with 1763 nodes and 1537 edges,157,,1.0,538
22,DiGraph with 1763 nodes and 1537 edges,158,,1.0,539
23,DiGraph with 1187 nodes and 1046 edges,165,158.0,0.8943,539
24,DiGraph with 1126 nodes and 961 edges,121,165.0,0.8967,539
22,DiGraph with 1763 nodes and 1537 edges,162,,1.0,540
22,DiGraph with 1763 nodes and 1537 edges,163,,1.0,541
22,DiGraph with 1763 nodes and 1537 edges,164,,1.0,542
22,DiGraph with 1763 nodes and 1537 edges,165,,1.0,543
22,DiGraph with 1763 nodes and 1537 edges,166,,1.0,544
22,DiGraph with 1763 nodes and 1537 edges,167,,1.0,545
22,DiGraph with 1763 nodes and 1537 edges,169,,1.0,546
22,DiGraph with 1763 nodes and 1537 edges,171,,1.0,547
22,DiGraph with 1763 nodes and 1537 edges,172,,1.0,548
22,DiGraph with 1763 nodes and 1537 edges,173,,1.0,549
22,DiGraph with 1763 nodes and 1537 edges,174,,1.0,550
22,DiGraph with 1763 nodes and 1537 edges,175,,1.0,551
22,DiGraph with 1763 nodes and 1537 edges,176,,1.0,552
22,DiGraph with 1763 nodes and 1537 edges,177,,1.0,553
22,DiGraph with 1763 nodes and 1537 edges,178,,1.0,554
22,DiGraph with 1763 nodes and 1537 edges,179,,1.0,555
22,DiGraph with 1763 nodes and 1537 edges,181,,1.0,556
22,DiGraph with 1763 nodes and 1537 edges,182,,1.0,557
22,DiGraph with 1763 nodes and 1537 edges,183,,1.0,558
22,DiGraph with 1763 nodes and 1537 edges,184,,1.0,559
22,DiGraph with 1763 nodes and 1537 edges,186,,1.0,560
22,DiGraph with 1763 nodes and 1537 edges,187,,1.0,561
22,DiGraph with 1763 nodes and 1537 edges,188,,1.0,562
22,DiGraph with 1763 nodes and 1537 edges,189,,1.0,563
22,DiGraph with 1763 nodes and 1537 edges,190,,1.0,564
22,DiGraph with 1763 nodes and 1537 edges,191,,1.0,565
22,DiGraph with 1763 nodes and 1537 edges,193,,1.0,566
22,DiGraph with 1763 nodes and 1537 edges,194,,1.0,567
22,DiGraph with 1763 nodes and 1537 edges,197,,1.0,568
22,DiGraph with 1763 nodes and 1537 edges,198,,1.0,569
22,DiGraph with 1763 nodes and 1537 edges,199,,1.0,570
22,DiGraph with 1763 nodes and 1537 edges,200,,1.0,571
22,DiGraph with 1763 nodes and 1537 edges,202,,1.0,572
22,DiGraph with 1763 nodes and 1537 edges,204,,1.0,573
22,DiGraph with 1763 nodes and 1537 edges,205,,1.0,574
23,DiGraph with 1187 nodes and 1046 edges,20,205.0,0.701,574
22,DiGraph with 1763 nodes and 1537 edges,206,,1.0,575
22,DiGraph with 1763 nodes and 1537 edges,207,,1.0,576
22,DiGraph with 1763 nodes and 1537 edges,209,,1.0,577
22,DiGraph with 1763 nodes and 1537 edges,211,,1.0,578
22,DiGraph with 1763 nodes and 1537 edges,212,,1.0,579
22,DiGraph with 1763 nodes and 1537 edges,213,,1.0,580
22,DiGraph with 1763 nodes and 1537 edges,214,,1.0,581
22,DiGraph with 1763 nodes and 1537 edges,216,,1.0,582
23,DiGraph with 1187 nodes and 1046 edges,62,216.0,0.9366,582
22,DiGraph with 1763 nodes and 1537 edges,218,,1.0,583
22,DiGraph with 1763 nodes and 1537 edges,220,,1.0,584
22,DiGraph with 1763 nodes and 1537 edges,221,,1.0,585
23,DiGraph with 1187 nodes and 1046 edges,114,221.0,0.7663,585
22,DiGraph with 1763 nodes and 1537 edges,222,,1.0,586
22,DiGraph with 1763 nodes and 1537 edges,223,,1.0,587
22,DiGraph with 1763 nodes and 1537 edges,225,,1.0,588
23,DiGraph with 1187 nodes and 1046 edges,86,225.0,0.5977,588
24,DiGraph with 1126 nodes and 961 edges,160,86.0,0.7881,588
22,DiGraph with 1763 nodes and 1537 edges,226,,1.0,589
22,DiGraph with 1763 nodes and 1537 edges,228,,1.0,590
22,DiGraph with 1763 nodes and 1537 edges,229,,1.0,591
22,DiGraph with 1763 nodes and 1537 edges,230,,1.0,592
23,DiGraph with 1187 nodes and 1046 edges,66,230.0,0.8695,592
22,DiGraph with 1763 nodes and 1537 edges,231,,1.0,593
22,DiGraph with 1763 nodes and 1537 edges,232,,1.0,594
22,DiGraph with 1763 nodes and 1537 edges,234,,1.0,595
23,DiGraph with 1187 nodes and 1046 edges,203,234.0,0.973,595
24,DiGraph with 1126 nodes and 961 edges,205,203.0,0.9571,595
22,DiGraph with 1763 nodes and 1537 edges,236,,1.0,596
22,DiGraph with 1763 nodes and 1537 edges,237,,1.0,597
22,DiGraph with 1763 nodes and 1537 edges,239,,1.0,598
23,DiGraph with 1187 nodes and 1046 edges,152,239.0,0.8188,598
22,DiGraph with 1763 nodes and 1537 edges,240,,1.0,599
22,DiGraph with 1763 nodes and 1537 edges,241,,1.0,600
22,DiGraph with 1763 nodes and 1537 edges,243,,1.0,601
23,DiGraph with 1187 nodes and 1046 edges,122,243.0,0.653,601
24,DiGraph with 1126 nodes and 961 edges,146,122.0,0.7949,601
22,DiGraph with 1763 nodes and 1537 edges,245,,1.0,602
23,DiGraph with 1187 nodes and 1046 edges,32,245.0,0.9289,602
24,DiGraph with 1126 nodes and 961 edges,247,32.0,0.7666,602
22,DiGraph with 1763 nodes and 1537 edges,246,,1.0,603
22,DiGraph with 1763 nodes and 1537 edges,248,,1.0,604
22,DiGraph with 1763 nodes and 1537 edges,249,,1.0,605
22,DiGraph with 1763 nodes and 1537 edges,250,,1.0,606
22,DiGraph with 1763 nodes and 1537 edges,251,,1.0,607
22,DiGraph with 1763 nodes and 1537 edges,252,,1.0,608
22,DiGraph with 1763 nodes and 1537 edges,253,,1.0,609
22,DiGraph with 1763 nodes and 1537 edges,254,,1.0,610
22,DiGraph with 1763 nodes and 1537 edges,256,,1.0,611
22,DiGraph with 1763 nodes and 1537 edges,257,,1.0,612
22,DiGraph with 1763 nodes and 1537 edges,258,,1.0,613
22,DiGraph with 1763 nodes and 1537 edges,259,,1.0,614
22,DiGraph with 1763 nodes and 1537 edges,260,,1.0,615
22,DiGraph with 1763 nodes and 1537 edges,261,,1.0,616
22,DiGraph with 1763 nodes and 1537 edges,263,,1.0,617
22,DiGraph with 1763 nodes and 1537 edges,264,,1.0,618
22,DiGraph with 1763 nodes and 1537 edges,265,,1.0,619
23,DiGraph with 1187 nodes and 1046 edges,166,265.0,0.8167,619
24,DiGraph with 1126 nodes and 961 edges,106,166.0,0.8065,619
22,DiGraph with 1763 nodes and 1537 edges,266,,1.0,620
22,DiGraph with 1763 nodes and 1537 edges,267,,1.0,621
22,DiGraph with 1763 nodes and 1537 edges,268,,1.0,622
22,DiGraph with 1763 nodes and 1537 edges,269,,1.0,623
22,DiGraph with 1763 nodes and 1537 edges,270,,1.0,624
22,DiGraph with 1763 nodes and 1537 edges,271,,1.0,625
23,DiGraph with 1187 nodes and 1046 edges,72,271.0,0.7012,625
22,DiGraph with 1763 nodes and 1537 edges,273,,1.0,626
22,DiGraph with 1763 nodes and 1537 edges,274,,1.0,627
22,DiGraph with 1763 nodes and 1537 edges,275,,1.0,628
22,DiGraph with 1763 nodes and 1537 edges,276,,1.0,629
22,DiGraph with 1763 nodes and 1537 edges,277,,1.0,630
22,DiGraph with 1763 nodes and 1537 edges,279,,1.0,631
22,DiGraph with 1763 nodes and 1537 edges,281,,1.0,632
23,DiGraph with 1187 nodes and 1046 edges,74,281.0,0.8573,632
24,DiGraph with 1126 nodes and 961 edges,53,74.0,0.9036,632
22,DiGraph with 1763 nodes and 1537 edges,283,,1.0,633
22,DiGraph with 1763 nodes and 1537 edges,284,,1.0,634
22,DiGraph with 1763 nodes and 1537 edges,285,,1.0,635
22,DiGraph with 1763 nodes and 1537 edges,286,,1.0,636
23,DiGraph with 1187 nodes and 1046 edges,85,286.0,0.855,636
24,DiGraph with 1126 nodes and 961 edges,67,85.0,0.8688,636
22,DiGraph with 1763 nodes and 1537 edges,288,,1.0,637
22,DiGraph with 1763 nodes and 1537 edges,289,,1.0,638
22,DiGraph with 1763 nodes and 1537 edges,290,,1.0,639
23,DiGraph with 1187 nodes and 1046 edges,89,290.0,0.6877,639
24,DiGraph with 1126 nodes and 961 edges,80,89.0,0.7522,639
22,DiGraph with 1763 nodes and 1537 edges,291,,1.0,640
22,DiGraph with 1763 nodes and 1537 edges,294,,1.0,641
22,DiGraph with 1763 nodes and 1537 edges,295,,1.0,642
22,DiGraph with 1763 nodes and 1537 edges,297,,1.0,643
22,DiGraph with 1763 nodes and 1537 edges,298,,1.0,644
22,DiGraph with 1763 nodes and 1537 edges,300,,1.0,645
22,DiGraph with 1763 nodes and 1537 edges,301,,1.0,646
22,DiGraph with 1763 nodes and 1537 edges,303,,1.0,647
22,DiGraph with 1763 nodes and 1537 edges,304,,1.0,648
22,DiGraph with 1763 nodes and 1537 edges,306,,1.0,649
22,DiGraph with 1763 nodes and 1537 edges,309,,1.0,650
22,DiGraph with 1763 nodes and 1537 edges,310,,1.0,651
22,DiGraph with 1763 nodes and 1537 edges,311,,1.0,652
22,DiGraph with 1763 nodes and 1537 edges,312,,1.0,653
22,DiGraph with 1763 nodes and 1537 edges,313,,1.0,654
23,DiGraph with 1187 nodes and 1046 edges,125,313.0,0.8905,654
22,DiGraph with 1763 nodes and 1537 edges,314,,1.0,655
22,DiGraph with 1763 nodes and 1537 edges,315,,1.0,656
23,DiGraph with 1187 nodes and 1046 edges,116,315.0,0.6758,656
22,DiGraph with 1763 nodes and 1537 edges,320,,1.0,657
23,DiGraph with 1187 nodes and 1046 edges,164,320.0,0.8166,657
24,DiGraph with 1126 nodes and 961 edges,15,164.0,0.8517,657
22,DiGraph with 1763 nodes and 1537 edges,322,,1.0,658
22,DiGraph with 1763 nodes and 1537 edges,323,,1.0,659
22,DiGraph with 1763 nodes and 1537 edges,324,,1.0,660
22,DiGraph with 1763 nodes and 1537 edges,325,,1.0,661
22,DiGraph with 1763 nodes and 1537 edges,326,,1.0,662
23,DiGraph with 1187 nodes and 1046 edges,147,326.0,0.8849,662
22,DiGraph with 1763 nodes and 1537 edges,327,,1.0,663
22,DiGraph with 1763 nodes and 1537 edges,328,,1.0,664
22,DiGraph with 1763 nodes and 1537 edges,329,,1.0,665
22,DiGraph with 1763 nodes and 1537 edges,332,,1.0,666
22,DiGraph with 1763 nodes and 1537 edges,333,,1.0,667
22,DiGraph with 1763 nodes and 1537 edges,334,,1.0,668
22,DiGraph with 1763 nodes and 1537 edges,335,,1.0,669
22,DiGraph with 1763 nodes and 1537 edges,337,,1.0,670
23,DiGraph with 1187 nodes and 1046 edges,168,337.0,0.8061,670
24,DiGraph with 1126 nodes and 961 edges,128,168.0,0.8145,670
22,DiGraph with 1763 nodes and 1537 edges,338,,1.0,671
23,DiGraph with 1187 nodes and 1046 edges,16,338.0,0.9375,671
22,DiGraph with 1763 nodes and 1537 edges,339,,1.0,672
22,DiGraph with 1763 nodes and 1537 edges,342,,1.0,673
22,DiGraph with 1763 nodes and 1537 edges,343,,1.0,674
22,DiGraph with 1763 nodes and 1537 edges,345,,1.0,675
22,DiGraph with 1763 nodes and 1537 edges,346,,1.0,676
22,DiGraph with 1763 nodes and 1537 edges,349,,1.0,677
22,DiGraph with 1763 nodes and 1537 edges,352,,1.0,678
22,DiGraph with 1763 nodes and 1537 edges,356,,1.0,679
22,DiGraph with 1763 nodes and 1537 edges,357,,1.0,680
22,DiGraph with 1763 nodes and 1537 edges,358,,1.0,681
22,DiGraph with 1763 nodes and 1537 edges,360,,1.0,682
22,DiGraph with 1763 nodes and 1537 edges,361,,1.0,683
22,DiGraph with 1763 nodes and 1537 edges,362,,1.0,684
22,DiGraph with 1763 nodes and 1537 edges,364,,1.0,685
23,DiGraph with 1187 nodes and 1046 edges,123,364.0,0.8682,685
22,DiGraph with 1763 nodes and 1537 edges,365,,1.0,686
23,DiGraph with 1187 nodes and 1046 edges,182,365.0,0.9459,686
22,DiGraph with 1763 nodes and 1537 edges,366,,1.0,687
23,DiGraph with 1187 nodes and 1046 edges,193,366.0,0.8536,687
24,DiGraph with 1126 nodes and 961 edges,59,193.0,0.8239,687
22,DiGraph with 1763 nodes and 1537 edges,367,,1.0,688
22,DiGraph with 1763 nodes and 1537 edges,368,,1.0,689
23,DiGraph with 1187 nodes and 1046 edges,88,368.0,0.7958,689
24,DiGraph with 1126 nodes and 961 edges,76,88.0,0.7761,689
22,DiGraph with 1763 nodes and 1537 edges,369,,1.0,690
22,DiGraph with 1763 nodes and 1537 edges,371,,1.0,691
22,DiGraph with 1763 nodes and 1537 edges,372,,1.0,692
23,DiGraph with 1187 nodes and 1046 edges,179,372.0,0.8157,692
24,DiGraph with 1126 nodes and 961 edges,103,179.0,0.8314,692
22,DiGraph with 1763 nodes and 1537 edges,373,,1.0,693
22,DiGraph with 1763 nodes and 1537 edges,374,,1.0,694
22,DiGraph with 1763 nodes and 1537 edges,377,,1.0,695
22,DiGraph with 1763 nodes and 1537 edges,381,,1.0,696
23,DiGraph with 1187 nodes and 1046 edges,127,381.0,0.7647,696
22,DiGraph with 1763 nodes and 1537 edges,382,,1.0,697
22,DiGraph with 1763 nodes and 1537 edges,383,,1.0,698
22,DiGraph with 1763 nodes and 1537 edges,384,,1.0,699
22,DiGraph with 1763 nodes and 1537 edges,385,,1.0,700
22,DiGraph with 1763 nodes and 1537 edges,386,,1.0,701
23,DiGraph with 1187 nodes and 1046 edges,188,386.0,0.8539,701
22,DiGraph with 1763 nodes and 1537 edges,387,,1.0,702
22,DiGraph with 1763 nodes and 1537 edges,389,,1.0,703
23,DiGraph with 1187 nodes and 1046 edges,103,389.0,0.8582,703
22,DiGraph with 1763 nodes and 1537 edges,390,,1.0,704
22,DiGraph with 1763 nodes and 1537 edges,391,,1.0,705
22,DiGraph with 1763 nodes and 1537 edges,392,,1.0,706
22,DiGraph with 1763 nodes and 1537 edges,394,,1.0,707
22,DiGraph with 1763 nodes and 1537 edges,395,,1.0,708
23,DiGraph with 1187 nodes and 1046 edges,108,395.0,0.7744,708
24,DiGraph with 1126 nodes and 961 edges,92,108.0,0.7429,708
22,DiGraph with 1763 nodes and 1537 edges,397,,1.0,709
22,DiGraph with 1763 nodes and 1537 edges,398,,1.0,710
22,DiGraph with 1763 nodes and 1537 edges,400,,1.0,711
22,DiGraph with 1763 nodes and 1537 edges,401,,1.0,712
22,DiGraph with 1763 nodes and 1537 edges,402,,1.0,713
22,DiGraph with 1763 nodes and 1537 edges,403,,1.0,714
22,DiGraph with 1763 nodes and 1537 edges,404,,1.0,715
22,DiGraph with 1763 nodes and 1537 edges,405,,1.0,716
22,DiGraph with 1763 nodes and 1537 edges,406,,1.0,717
22,DiGraph with 1763 nodes and 1537 edges,407,,1.0,718
22,DiGraph with 1763 nodes and 1537 edges,409,,1.0,719
23,DiGraph with 1187 nodes and 1046 edges,155,409.0,0.8406,719
22,DiGraph with 1763 nodes and 1537 edges,412,,1.0,720
22,DiGraph with 1763 nodes and 1537 edges,413,,1.0,721
23,DiGraph with 1187 nodes and 1046 edges,136,413.0,0.8043,721
22,DiGraph with 1763 nodes and 1537 edges,414,,1.0,722
23,DiGraph with 1187 nodes and 1046 edges,184,414.0,0.9919,722
24,DiGraph with 1126 nodes and 961 edges,50,184.0,0.9194,722
22,DiGraph with 1763 nodes and 1537 edges,415,,1.0,723
22,DiGraph with 1763 nodes and 1537 edges,416,,1.0,724
23,DiGraph with 1187 nodes and 1046 edges,133,416.0,0.8928,724
22,DiGraph with 1763 nodes and 1537 edges,417,,1.0,725
22,DiGraph with 1763 nodes and 1537 edges,420,,1.0,726
23,DiGraph with 1187 nodes and 1046 edges,110,420.0,0.9592,726
22,DiGraph with 1763 nodes and 1537 edges,421,,1.0,727
23,DiGraph with 1187 nodes and 1046 edges,95,421.0,0.7472,727
22,DiGraph with 1763 nodes and 1537 edges,422,,1.0,728
22,DiGraph with 1763 nodes and 1537 edges,427,,1.0,729
23,DiGraph with 1187 nodes and 1046 edges,3,427.0,0.7486,729
24,DiGraph with 1126 nodes and 961 edges,158,3.0,0.8759,729
22,DiGraph with 1763 nodes and 1537 edges,429,,1.0,730
22,DiGraph with 1763 nodes and 1537 edges,430,,1.0,731
23,DiGraph with 1187 nodes and 1046 edges,55,430.0,0.6933,731
22,DiGraph with 1763 nodes and 1537 edges,431,,1.0,732
22,DiGraph with 1763 nodes and 1537 edges,432,,1.0,733
22,DiGraph with 1763 nodes and 1537 edges,434,,1.0,734
22,DiGraph with 1763 nodes and 1537 edges,435,,1.0,735
22,DiGraph with 1763 nodes and 1537 edges,438,,1.0,736
23,DiGraph with 1187 nodes and 1046 edges,111,438.0,0.7178,736
22,DiGraph with 1763 nodes and 1537 edges,439,,1.0,737
23,DiGraph with 1187 nodes and 1046 edges,13,439.0,0.9289,737
24,DiGraph with 1126 nodes and 961 edges,171,13.0,0.9682,737
22,DiGraph with 1763 nodes and 1537 edges,440,,1.0,738
22,DiGraph with 1763 nodes and 1537 edges,441,,1.0,739
22,DiGraph with 1763 nodes and 1537 edges,442,,1.0,740
22,DiGraph with 1763 nodes and 1537 edges,444,,1.0,741
23,DiGraph with 1187 nodes and 1046 edges,201,444.0,0.7536,741
24,DiGraph with 1126 nodes and 961 edges,95,201.0,0.7213,741
22,DiGraph with 1763 nodes and 1537 edges,445,,1.0,742
23,DiGraph with 1187 nodes and 1046 edges,31,445.0,0.9685,742
24,DiGraph with 1126 nodes and 961 edges,215,31.0,0.8645,742
22,DiGraph with 1763 nodes and 1537 edges,446,,1.0,743
22,DiGraph with 1763 nodes and 1537 edges,447,,1.0,744
22,DiGraph with 1763 nodes and 1537 edges,448,,1.0,745
23,DiGraph with 1187 nodes and 1046 edges,129,448.0,0.8633,745
24,DiGraph with 1126 nodes and 961 edges,90,129.0,0.9344,745
22,DiGraph with 1763 nodes and 1537 edges,450,,1.0,746
23,DiGraph with 1187 nodes and 1046 edges,151,450.0,0.9348,746
22,DiGraph with 1763 nodes and 1537 edges,451,,1.0,747
22,DiGraph with 1763 nodes and 1537 edges,452,,1.0,748
22,DiGraph with 1763 nodes and 1537 edges,453,,1.0,749
23,DiGraph with 1187 nodes and 1046 edges,105,453.0,0.8639,749
22,DiGraph with 1763 nodes and 1537 edges,454,,1.0,750
22,DiGraph with 1763 nodes and 1537 edges,456,,1.0,751
22,DiGraph with 1763 nodes and 1537 edges,461,,1.0,752
22,DiGraph with 1763 nodes and 1537 edges,462,,1.0,753
23,DiGraph with 1187 nodes and 1046 edges,77,462.0,0.9448,753
22,DiGraph with 1763 nodes and 1537 edges,464,,1.0,754
23,DiGraph with 1187 nodes and 1046 edges,59,464.0,0.8358,754
24,DiGraph with 1126 nodes and 961 edges,226,59.0,0.8989,754
22,DiGraph with 1763 nodes and 1537 edges,465,,1.0,755
22,DiGraph with 1763 nodes and 1537 edges,466,,1.0,756
23,DiGraph with 1187 nodes and 1046 edges,162,466.0,0.8385,756
24,DiGraph with 1126 nodes and 961 edges,180,162.0,0.7643,756
22,DiGraph with 1763 nodes and 1537 edges,469,,1.0,757
22,DiGraph with 1763 nodes and 1537 edges,470,,1.0,758
22,DiGraph with 1763 nodes and 1537 edges,471,,1.0,759
22,DiGraph with 1763 nodes and 1537 edges,474,,1.0,760
22,DiGraph with 1763 nodes and 1537 edges,475,,1.0,761
23,DiGraph with 1187 nodes and 1046 edges,206,475.0,0.8169,761
22,DiGraph with 1763 nodes and 1537 edges,477,,1.0,762
23,DiGraph with 1187 nodes and 1046 edges,128,477.0,0.8922,762
22,DiGraph with 1763 nodes and 1537 edges,478,,1.0,763
23,DiGraph with 1187 nodes and 1046 edges,98,478.0,0.9714,763
22,DiGraph with 1763 nodes and 1537 edges,479,,1.0,764
22,DiGraph with 1763 nodes and 1537 edges,481,,1.0,765
23,DiGraph with 1187 nodes and 1046 edges,141,481.0,0.8847,765
22,DiGraph with 1763 nodes and 1537 edges,482,,1.0,766
23,DiGraph with 1187 nodes and 1046 edges,39,482.0,0.9078,766
24,DiGraph with 1126 nodes and 961 edges,186,39.0,0.807,766
22,DiGraph with 1763 nodes and 1537 edges,483,,1.0,767
23,DiGraph with 1187 nodes and 1046 edges,107,483.0,0.7942,767
22,DiGraph with 1763 nodes and 1537 edges,484,,1.0,768
23,DiGraph with 1187 nodes and 1046 edges,142,484.0,0.9083,768
24,DiGraph with 1126 nodes and 961 edges,199,142.0,0.8727,768
22,DiGraph with 1763 nodes and 1537 edges,485,,1.0,769
22,DiGraph with 1763 nodes and 1537 edges,486,,1.0,770
22,DiGraph with 1763 nodes and 1537 edges,488,,1.0,771
23,DiGraph with 1187 nodes and 1046 edges,137,488.0,0.7519,771
22,DiGraph with 1763 nodes and 1537 edges,489,,1.0,772
23,DiGraph with 1187 nodes and 1046 edges,199,489.0,0.9435,772
24,DiGraph with 1126 nodes and 961 edges,204,199.0,0.9196,772
22,DiGraph with 1763 nodes and 1537 edges,491,,1.0,773
22,DiGraph with 1763 nodes and 1537 edges,492,,1.0,774
23,DiGraph with 1187 nodes and 1046 edges,159,492.0,0.9757,774
24,DiGraph with 1126 nodes and 961 edges,101,159.0,0.8811,774
22,DiGraph with 1763 nodes and 1537 edges,495,,1.0,775
23,DiGraph with 1187 nodes and 1046 edges,149,495.0,0.7698,775
22,DiGraph with 1763 nodes and 1537 edges,496,,1.0,776
22,DiGraph with 1763 nodes and 1537 edges,497,,1.0,777
23,DiGraph with 1187 nodes and 1046 edges,21,497.0,0.9613,777
24,DiGraph with 1126 nodes and 961 edges,114,21.0,0.9326,777
22,DiGraph with 1763 nodes and 1537 edges,498,,1.0,778
22,DiGraph with 1763 nodes and 1537 edges,499,,1.0,779
22,DiGraph with 1763 nodes and 1537 edges,500,,1.0,780
22,DiGraph with 1763 nodes and 1537 edges,501,,1.0,781
22,DiGraph with 1763 nodes and 1537 edges,503,,1.0,782
22,DiGraph with 1763 nodes and 1537 edges,504,,1.0,783
23,DiGraph with 1187 nodes and 1046 edges,4,504.0,0.9209,783
24,DiGraph with 1126 nodes and 961 edges,151,4.0,0.9159,783
22,DiGraph with 1763 nodes and 1537 edges,505,,1.0,784
22,DiGraph with 1763 nodes and 1537 edges,506,,1.0,785
22,DiGraph with 1763 nodes and 1537 edges,507,,1.0,786
23,DiGraph with 1187 nodes and 1046 edges,60,507.0,0.8621,786
24,DiGraph with 1126 nodes and 961 edges,112,60.0,0.8892,786
22,DiGraph with 1763 nodes and 1537 edges,509,,1.0,787
22,DiGraph with 1763 nodes and 1537 edges,510,,1.0,788
23,DiGraph with 1187 nodes and 1046 edges,175,510.0,0.9172,788
22,DiGraph with 1763 nodes and 1537 edges,511,,1.0,789
23,DiGraph with 1187 nodes and 1046 edges,163,511.0,0.7861,789
22,DiGraph with 1763 nodes and 1537 edges,512,,1.0,790
23,DiGraph with 1187 nodes and 1046 edges,57,512.0,0.8221,790
24,DiGraph with 1126 nodes and 961 edges,153,57.0,0.8461,790
22,DiGraph with 1763 nodes and 1537 edges,513,,1.0,791
23,DiGraph with 1187 nodes and 1046 edges,121,513.0,0.8848,791
24,DiGraph with 1126 nodes and 961 edges,235,121.0,0.9313,791
22,DiGraph with 1763 nodes and 1537 edges,514,,1.0,792
22,DiGraph with 1763 nodes and 1537 edges,515,,1.0,793
22,DiGraph with 1763 nodes and 1537 edges,518,,1.0,794
22,DiGraph with 1763 nodes and 1537 edges,519,,1.0,795
23,DiGraph with 1187 nodes and 1046 edges,169,519.0,0.8287,795
22,DiGraph with 1763 nodes and 1537 edges,521,,1.0,796
22,DiGraph with 1763 nodes and 1537 edges,522,,1.0,797
23,DiGraph with 1187 nodes and 1046 edges,75,522.0,0.8895,797
22,DiGraph with 1763 nodes and 1537 edges,526,,1.0,798
23,DiGraph with 1187 nodes and 1046 edges,172,526.0,0.9677,798
