pcid,timestep,community,growth_rate,density_change,degree_change,fraud_growth,clustering_change,feature_drift,variance_drift,lifetime,persistence,average_match_score,node_churn,structural_stability,is_fraud_community
689,23,88,0.0,0.0,0.0,-1.0,0.0,0.6456322266942454,0.0,3,0.6,0.8573,2.0,1.0,0
689,24,76,0.0,0.0,0.0,0.0,0.0,4.500383234378933,0.0,3,0.6,0.8573,2.0,1.0,0
692,23,179,0.0,0.0,0.0,0.0,0.0,13.087540963682565,0.0,3,0.6,0.8823666666666666,2.0,1.0,0
692,24,103,0.0,0.0,0.0,0.0,0.0,13.515884549149375,0.0,3,0.6,0.8823666666666666,2.0,1.0,0
696,23,127,0.0,0.0,0.0,0.0,0.0,7.205702253279351,0.0,2,0.4,0.88235,2.0,1.0,0
701,23,188,0.0,0.0,0.0,0.0,0.0,13.006177775446245,0.0,2,0.4,0.9269499999999999,2.0,1.0,0
703,23,103,0.0,0.0,0.0,0.0,0.0,9.971924708941913,0.0,2,0.4,0.9291,2.0,1.0,0
708,23,108,0.0,0.0,0.0,0.0,0.0,14.995742414369637,0.0,3,0.6,0.8391000000000001,2.0,1.0,0
708,24,92,0.0,0.0,0.0,0.0,0.0,17.084524413699,0.0,3,0.6,0.8391000000000001,2.0,1.0,0
719,23,155,0.0,0.0,0.0,0.0,0.0,5.907662112544304,0.0,2,0.4,0.9203,2.0,1.0,0
721,23,136,0.0,0.0,0.0,0.0,0.0,18.21917290527946,0.0,2,0.4,0.90215,2.0,1.0,0
722,23,184,0.0,0.0,0.0,0.0,0.0,1.6556743621517391,0.0,3,0.6,0.9704333333333333,2.0,1.0,0
722,24,50,0.0,0.0,0.0,0.0,0.0,4.998349348247754,0.0,3,0.6,0.9704333333333333,2.0,1.0,0
724,23,133,0.0,0.0,0.0,0.0,0.0,13.678834482435528,0.0,2,0.4,0.9464,2.0,1.0,0
726,23,110,0.0,0.0,0.0,0.0,0.0,3.083028071831831,0.0,2,0.4,0.9796,2.0,1.0,0
727,23,95,0.0,0.0,0.0,0.0,0.0,8.522860701199429,0.0,2,0.4,0.8735999999999999,2.0,1.0,1
729,23,3,0.0,0.0,0.0,0.0,0.0,19.10587103972739,0.0,3,0.6,0.8748333333333335,2.0,1.0,0
729,24,158,0.0,0.0,0.0,0.0,0.0,13.714533288297377,0.0,3,0.6,0.8748333333333335,2.0,1.0,0
731,23,55,0.0,0.0,0.0,-1.0,0.0,11.023067727156526,0.0,2,0.4,0.84665,2.0,1.0,0
736,23,111,0.0,0.0,0.0,0.0,0.0,13.728890950417215,4.137385033505406,2,0.4,0.8589,2.0,1.0,0
737,23,13,0.0,0.0,0.0,0.0,0.0,2.10109895509894,0.0,3,0.6,0.9657,2.0,1.0,1
737,24,171,0.0,0.0,0.0,0.0,0.0,1.3840949890194076,0.0,3,0.6,0.9657,2.0,1.0,1
741,23,201,0.0,0.0,0.0,1.0,0.0,3.195750265342419,-0.9743089401194069,3,0.6,0.8249666666666666,2.0,1.0,1
741,24,95,0.5,-0.33333333333333337,0.33333333333333326,0.0,0.0,4.22335832762232,41.67558830545848,3,0.6,0.8249666666666666,2.5,0.8181818181818181,1
742,23,31,0.0,0.0,0.0,0.0,0.0,4.330656425975444,0.0,3,0.6,0.9443333333333334,2.0,1.0,0
742,24,215,0.0,0.0,0.0,0.0,0.0,8.711460980796673,0.0,3,0.6,0.9443333333333334,2.0,1.0,0
745,23,129,0.0,0.0,0.0,0.0,0.0,4.627845243118961,0.0,3,0.6,0.9325666666666667,2.0,1.0,1
745,24,90,0.0,0.0,0.0,0.0,0.0,2.210075199542633,0.0,3,0.6,0.9325666666666667,2.0,1.0,1
746,23,151,0.0,0.0,0.0,0.0,0.0,2.7695138498327143,0.0,2,0.4,0.9674,2.0,1.0,0
749,23,105,0.0,0.0,0.0,0.0,0.0,8.35454860151625,0.0,2,0.4,0.9319500000000001,2.0,1.0,0
753,23,77,0.0,0.0,0.0,0.0,0.0,21.633002433751386,0.0,2,0.4,0.9723999999999999,2.0,1.0,0
754,23,59,0.0,0.0,0.0,0.0,0.0,6.402258049603949,0.0,3,0.6,0.9115666666666667,2.0,1.0,0
754,24,226,0.0,0.0,0.0,0.0,0.0,4.736501244281909,0.0,3,0.6,0.9115666666666667,2.0,1.0,0
756,23,162,0.0,0.0,0.0,0.0,0.0,14.819984298849121,0.0,3,0.6,0.8676,2.0,1.0,0
756,24,180,0.0,0.0,0.0,0.0,0.0,19.02958459646358,0.0,3,0.6,0.8676,2.0,1.0,0
761,23,206,0.0,0.0,0.0,0.0,0.0,3.459991873205695,0.0,2,0.4,0.90845,2.0,1.0,1
762,23,128,0.0,0.0,0.0,0.0,0.0,6.001147925678262,0.0,2,0.4,0.9460999999999999,2.0,1.0,0
763,23,98,0.0,0.0,0.0,0.0,0.0,2.8167703457906743,0.0,2,0.4,0.9857,2.0,1.0,0
765,23,141,0.0,0.0,0.0,0.0,0.0,4.573713838967288,0.0,2,0.4,0.94235,2.0,1.0,0
766,23,39,0.0,0.0,0.0,0.0,0.0,10.899752269857405,0.0,3,0.6,0.9049333333333333,2.0,1.0,0
766,24,186,0.0,0.0,0.0,0.0,0.0,15.438031911982595,0.0,3,0.6,0.9049333333333333,2.0,1.0,0
767,23,107,0.0,0.0,0.0,0.0,0.0,19.687011682607864,0.0,2,0.4,0.8971,2.0,1.0,0
768,23,142,0.0,0.0,0.0,0.0,0.0,11.918041433729115,0.0,3,0.6,0.927,2.0,1.0,0
768,24,199,0.0,0.0,0.0,0.0,0.0,14.536757053208564,0.0,3,0.6,0.927,2.0,1.0,0
771,23,137,0.0,0.0,0.0,0.0,0.0,14.829871928085295,0.0,2,0.4,0.87595,2.0,1.0,0
772,23,199,0.0,0.0,0.0,0.0,0.0,1.8060221806717887,0.0,3,0.6,0.9543666666666667,2.0,1.0,0
772,24,204,0.0,0.0,0.0,0.0,0.0,2.200033542496547,0.0,3,0.6,0.9543666666666667,2.0,1.0,0
774,23,159,0.0,0.0,0.0,0.0,0.0,2.8625303418547006,0.0,3,0.6,0.9522666666666666,2.0,1.0,0
774,24,101,0.0,0.0,0.0,0.0,0.0,5.993544931997364,0.0,3,0.6,0.9522666666666666,2.0,1.0,0
775,23,149,0.0,0.0,0.0,0.0,0.0,22.913557821285202,0.0,2,0.4,0.8849,2.0,1.0,0
777,23,21,0.0,0.0,0.0,0.0,0.0,3.5848739653151447,0.0,3,0.6,0.9646333333333333,2.0,1.0,1
777,24,114,0.0,0.0,0.0,0.0,0.0,4.274350189808858,0.0,3,0.6,0.9646333333333333,2.0,1.0,1
783,23,4,0.0,0.0,0.0,0.0,0.0,3.556449457313208,0.0,3,0.6,0.9456000000000001,2.0,1.0,0
783,24,151,0.0,0.0,0.0,0.0,0.0,3.4161913794265804,0.0,3,0.6,0.9456000000000001,2.0,1.0,0
786,23,60,0.0,0.0,0.0,0.0,0.0,7.295970066146446,0.0,3,0.6,0.9170999999999999,2.0,1.0,0
786,24,112,0.0,0.0,0.0,0.0,0.0,10.229731077162903,0.0,3,0.6,0.9170999999999999,2.0,1.0,0
788,23,175,0.0,0.0,0.0,0.0,0.0,9.766619782992201,0.0,2,0.4,0.9586,2.0,1.0,0
789,23,163,0.0,0.0,0.0,0.0,0.0,28.395861807266265,0.0,2,0.4,0.89305,2.0,1.0,0
790,23,57,0.0,0.0,0.0,0.0,0.0,5.569075032744547,0.0,3,0.6,0.8894000000000001,2.0,1.0,0
790,24,153,0.0,0.0,0.0,0.0,0.0,5.216479457933951,0.0,3,0.6,0.8894000000000001,2.0,1.0,0
791,23,121,0.0,0.0,0.0,0.0,0.0,14.111608181262012,0.0,3,0.6,0.9387,2.0,1.0,0
791,24,235,0.0,0.0,0.0,0.0,0.0,10.396607778227073,0.0,3,0.6,0.9387,2.0,1.0,0
795,23,169,0.0,0.0,0.0,0.0,0.0,15.461914445861854,0.0,2,0.4,0.91435,2.0,1.0,0
797,23,75,0.0,0.0,0.0,0.0,0.0,6.14897158334764,0.0,2,0.4,0.94475,2.0,1.0,0
798,23,172,0.0,0.0,0.0,0.0,0.0,1.4784658113595668,0.0,2,0.4,0.98385,2.0,1.0,0
799,23,93,0.0,0.0,0.0,0.0,0.0,5.2671267465798355,0.0,2,0.4,0.94905,2.0,1.0,0
800,23,144,0.0,0.0,0.0,0.0,0.0,1.996678597237073,0.0,2,0.4,0.9783,2.0,1.0,1
801,23,204,0.0,0.0,0.0,0.0,0.0,5.088118180509837,0.0,2,0.4,0.9488,2.0,1.0,0
802,23,138,0.0,0.0,0.0,0.0,0.0,7.385987564888718,0.0,2,0.4,0.9225,2.0,1.0,0
803,23,207,0.0,0.0,0.0,0.0,0.0,4.884808516954999,0.0,3,0.6,0.9539,2.0,1.0,0
803,24,123,0.0,0.0,0.0,0.0,0.0,2.724080362201122,0.0,3,0.6,0.9539,2.0,1.0,0
804,23,191,0.0,0.0,0.0,0.0,0.0,8.342126893881158,0.0,3,0.6,0.9272333333333332,2.0,1.0,0
804,24,40,0.0,0.0,0.0,0.0,0.0,5.289116734282786,0.0,3,0.6,0.9272333333333332,2.0,1.0,0
811,24,9,1.3076923076923077,-0.5517241379310345,0.11944444444444449,-0.1333333333333334,0.0,3.568083819178566,1.4012383521295413,2,0.4,0.8947499999999999,3.3076923076923075,0.8171784903592768,1
818,24,3,-0.27450980392156865,0.37837837837837845,-0.03773584905660385,0.0,0.0,4.717030926195983,0.3956001271093909,2,0.4,0.8443,1.7254901960784315,0.8781907747424988,0
822,24,161,0.0,0.0,0.0,0.0,0.0,10.937234272536873,0.0,2,0.4,0.94145,2.0,1.0,0
823,24,130,0.0,0.0,0.0,0.0,0.0,7.69256406366196,1.1666821257217281,2,0.4,0.9076,2.0,1.0,0
828,24,12,1.25,-0.5032679738562091,0.20634920634920637,0.0,0.0,5.865895742324064,-0.27468818666105116,2,0.4,0.8811,3.25,0.8087087842939844,1
830,24,23,-0.125,0.19860627177700352,0.10751104565537549,0.0,0.0,15.698626371275905,-0.08159202265927636,2,0.4,0.9632499999999999,1.875,0.9074088158280729,0
831,24,54,-0.2857142857142857,0.4000000000000001,-0.008333333333333219,0.0,0.0,8.472263053978878,-0.20347210593684045,2,0.4,0.9633499999999999,1.7142857142857142,0.880195599022005,0
834,24,157,0.0,0.0,0.0,-1.0,0.0,10.558434498959599,0.5938271568040351,2,0.4,0.8474999999999999,2.0,1.0,0
835,24,110,0.0,0.0,0.0,0.0,0.0,22.520402875002365,-0.49149436776241495,2,0.4,0.9299999999999999,2.0,1.0,0
837,24,16,-0.4,0.6666666666666665,-0.07407407407407406,0.0,0.0,4.605779690449515,0.018156184217171245,2,0.4,0.8454999999999999,1.6,0.801980198019802,1
838,24,174,0.0,0.0,0.0,-1.0,0.0,8.00456796737991,-0.1719774664027546,2,0.4,0.82575,2.0,1.0,0
839,24,203,0.0,0.0,0.0,0.0,0.0,5.624866394856507,0.0,2,0.4,0.9936499999999999,2.0,1.0,0
841,24,116,0.0,0.0,0.0,0.0,0.0,10.651167657385644,1.515847379814845,2,0.4,0.9550000000000001,2.0,1.0,0
844,24,201,0.0,0.0,0.0,0.0,0.0,4.552533043513985,0.0,2,0.4,0.95025,2.0,1.0,0
846,24,176,0.0,0.0,0.0,0.0,0.0,29.11805655763271,0.0,2,0.4,0.9708,2.0,1.0,0
847,24,230,0.0,0.0,0.0,0.0,0.0,8.306518898533794,0.0,2,0.4,0.90025,2.0,1.0,0
849,24,49,0.0,0.0,0.0,0.0,0.0,1.373036035910614,0.0,2,0.4,0.9877,2.0,1.0,1
850,24,39,0.0,0.0,0.0,0.0,0.0,7.745640708017516,0.0,2,0.4,0.92075,2.0,1.0,0
851,24,77,0.0,0.0,0.0,0.0,0.0,17.65532690437644,0.16328508084339086,2,0.4,0.89045,2.0,1.0,0
855,24,38,3.5,-0.7777777777777778,0.2962962962962963,0.0,0.0,6.033523889187802,0.44689330139624667,2,0.4,0.91605,5.5,0.7363636363636363,0
862,24,5,0.0,0.0,0.0,0.0,0.0,11.548983160469371,0.0,2,0.4,0.9305,2.0,1.0,0
865,24,79,0.0,0.0,0.0,0.0,0.0,34.90756224041161,0.0,2,0.4,0.9189499999999999,2.0,1.0,0
866,24,135,0.0,0.0,0.0,0.0,0.0,4.421609137209984,0.0,2,0.4,0.9573,2.0,1.0,1
867,24,129,0.0,0.0,0.0,0.0,0.0,14.309069192959887,0.0,2,0.4,0.8896999999999999,2.0,1.0,0
869,24,75,0.0,0.0,0.0,0.0,0.0,10.723523898575314,0.0,2,0.4,0.92865,2.0,1.0,0
870,24,139,0.0,0.0,0.0,0.0,0.0,15.667335964491725,0.0,2,0.4,0.9091,2.0,1.0,0
874,24,60,0.0,0.0,0.0,0.0,0.0,6.783955253577042,0.0,2,0.4,0.9209499999999999,2.0,1.0,0
875,24,212,0.0,0.0,0.0,0.0,0.0,53.28923355110517,0.0,2,0.4,0.9309000000000001,2.0,1.0,0
876,24,166,0.0,0.0,0.0,0.0,0.0,12.534950676662056,0.0,2,0.4,0.90735,2.0,1.0,0
877,24,13,0.0,0.0,0.0,0.0,0.0,6.692985837364378,0.0,2,0.4,0.9677,2.0,1.0,0
878,24,117,0.0,0.0,0.0,0.0,0.0,6.763101788337072,0.0,2,0.4,0.92765,2.0,1.0,0
879,24,144,0.0,0.0,0.0,0.0,0.0,6.449611402564651,0.0,2,0.4,0.91355,2.0,1.0,0
